User_ID,가입일자,가입경로,기기,알림수신동의여부,signup_during_outage,total_events,active_days,last_active_date,routine_types_used,onboard_completed,days_to_onboard,active_days_7d,routine_count_7d,challenge_join_7d,challenge_explore_7d,notif_received,notif_opened,notif_open_rate,notif_ad_count,retained_d30,retained_d30_onboard,is_zero_event,consent_revoked,d30_window_hit_outage
U0003176,2025-02-07,오가닉,iOS,미동의,False,447,76,2025-05-07,4,True,0.0,7,32,True,True,0,0,,0,True,True,False,True,False
U0003177,2025-02-23,오가닉,iOS,미동의,False,525,79,2025-05-23,4,False,,7,43,True,True,0,0,,0,True,,False,False,False
U0003178,2025-03-02,퍼포먼스광고,Android,미동의,False,5,1,2025-03-02,1,False,,1,1,False,False,0,0,,0,False,,False,True,False
U0003179,2025-04-13,퍼포먼스광고,iOS,미동의,False,27,7,2025-04-19,3,True,0.0,7,10,True,True,0,0,,0,False,False,False,False,False
U0003180,2025-04-25,퍼포먼스광고,iOS,미동의,False,33,3,2025-04-27,4,False,,3,14,True,True,0,0,,0,False,,False,False,False
U0003181,2025-03-19,오가닉,Android,동의,False,573,83,2025-06-16,4,False,,7,23,True,True,85,6,0.07058823529411765,48,True,,False,False,False
U0003182,2025-05-07,퍼포먼스광고,iOS,미동의,False,51,14,2025-05-22,4,False,,7,14,True,True,0,0,,0,False,,False,True,False
U0003183,2025-04-05,퍼포먼스광고,Android,미동의,False,42,5,2025-04-09,4,False,,5,15,True,False,0,0,,0,False,,False,False,False
U0003184,2025-02-26,퍼포먼스광고,Android,미동의,False,387,70,2025-05-25,4,False,,7,19,True,True,2,0,,0,True,,False,False,False
U0003185,2025-02-15,퍼포먼스광고,iOS,동의,False,13,1,2025-02-15,3,True,0.0,1,4,False,False,1,0,,0,False,False,False,False,False
U0003186,2025-02-14,오가닉,iOS,미동의,False,6,1,2025-02-14,3,False,,1,4,False,False,0,0,,0,False,,False,True,True
U0003187,2025-02-23,오가닉,Android,미동의,False,58,13,2025-03-09,4,False,,7,20,False,False,0,0,,0,False,,False,False,False
U0003188,2025-05-10,퍼포먼스광고,iOS,동의,False,21,5,2025-05-14,2,True,0.0,5,4,True,True,5,0,,3,False,False,False,False,False
U0003189,2025-02-12,퍼포먼스광고,iOS,미동의,False,357,78,2025-05-11,4,True,0.0,7,29,True,True,0,0,,0,True,True,False,False,True
U0003190,2025-01-21,오가닉,Android,동의,False,66,9,2025-01-29,4,False,,7,15,False,False,9,2,0.2222222222222222,0,False,,False,True,False
U0003191,2025-02-08,퍼포먼스광고,iOS,동의,False,67,13,2025-02-21,4,True,0.0,7,14,False,False,13,2,0.15384615384615385,0,False,False,False,False,True
U0003192,2025-02-12,오가닉,Android,동의,False,9,2,2025-02-13,3,False,,2,4,False,False,2,0,,0,False,,False,False,True
U0003193,2025-04-01,오가닉,iOS,미동의,False,4,1,2025-04-01,1,False,,1,1,False,False,0,0,,0,False,,False,False,False
U0003194,2025-03-13,퍼포먼스광고,iOS,미동의,True,27,8,2025-03-22,2,False,,6,5,True,True,0,0,,0,False,,False,False,False
U0003195,2025-02-04,퍼포먼스광고,Android,동의,False,2,1,2025-02-04,0,False,,1,0,False,False,1,0,,0,False,,False,False,False
U0003196,2025-02-10,오가닉,Android,동의,False,539,82,2025-05-10,4,True,0.0,7,28,True,True,82,12,0.14634146341463414,25,True,True,False,False,True
U0003197,2025-02-08,오가닉,iOS,동의,False,14,3,2025-02-10,2,False,,3,4,False,False,3,0,,1,False,,False,True,True
U0003198,2025-01-01,퍼포먼스광고,iOS,미동의,False,7,1,2025-01-01,1,True,0.0,1,1,True,True,0,0,,0,False,False,False,True,False
U0003199,2025-04-11,퍼포먼스광고,Android,동의,False,76,17,2025-04-30,4,True,0.0,7,12,True,True,17,2,0.11764705882352941,8,False,False,False,False,False
U0003200,2025-03-01,퍼포먼스광고,iOS,동의,False,44,8,2025-03-08,3,True,0.0,7,8,True,True,8,0,,4,False,False,False,False,False
U0003201,2025-01-03,퍼포먼스광고,iOS,동의,False,11,2,2025-01-04,3,False,,2,3,False,False,2,1,0.5,0,False,,False,True,False
U0003202,2025-03-12,퍼포먼스광고,iOS,미동의,True,8,1,2025-03-14,2,False,,1,2,True,True,0,0,,0,False,,False,True,False
U0003203,2025-04-18,오가닉,iOS,미동의,False,54,21,2025-05-16,4,False,,7,6,False,False,0,0,,0,True,,False,False,False
U0003204,2025-04-04,퍼포먼스광고,iOS,동의,False,22,5,2025-04-08,3,True,0.0,5,6,True,True,5,0,,0,False,False,False,True,False
U0003205,2025-04-23,오가닉,iOS,동의,False,45,5,2025-04-27,4,False,,5,19,False,False,5,1,0.2,2,False,,False,False,False
U0003206,2025-02-10,퍼포먼스광고,iOS,동의,False,209,47,2025-05-10,4,True,0.0,7,21,False,False,46,6,0.13043478260869565,12,True,True,False,False,True
U0003207,2025-01-23,퍼포먼스광고,iOS,미동의,False,207,58,2025-04-21,4,True,0.0,7,15,True,True,0,0,,0,True,True,False,False,False
U0003208,2025-03-02,퍼포먼스광고,Android,미동의,False,18,5,2025-03-06,4,True,0.0,5,9,False,False,0,0,,0,False,False,False,False,False
U0003209,2025-02-02,퍼포먼스광고,iOS,미동의,False,164,57,2025-05-02,4,True,0.0,7,7,False,False,0,0,,0,True,True,False,False,False
U0003210,2025-04-07,퍼포먼스광고,iOS,미동의,False,153,52,2025-06-30,4,False,,7,9,False,False,0,0,,0,True,,False,False,False
U0003211,2025-02-18,오가닉,iOS,동의,False,50,5,2025-02-22,4,True,0.0,5,9,True,True,5,0,,1,False,False,False,False,False
U0003212,2025-04-30,오가닉,iOS,미동의,False,85,5,2025-05-04,4,False,,5,22,True,True,0,0,,0,False,,False,False,False
U0003213,2025-02-20,퍼포먼스광고,Android,미동의,False,35,8,2025-02-27,4,False,,7,16,False,False,0,0,,0,False,,False,False,False
U0003214,2025-05-24,오가닉,iOS,동의,False,81,7,2025-05-30,4,False,,7,25,True,True,7,0,,6,False,,False,False,False
U0003215,2025-02-21,오가닉,iOS,동의,False,23,2,2025-02-22,4,False,,2,8,False,False,2,1,0.5,0,False,,False,True,False
U0003216,2025-02-26,퍼포먼스광고,Android,미동의,False,13,3,2025-02-28,3,True,0.0,3,5,True,True,0,0,,0,False,False,False,True,False
U0003217,2025-02-08,퍼포먼스광고,Android,동의,False,203,50,2025-05-05,4,True,0.0,7,10,False,False,49,10,0.20408163265306123,13,True,True,False,False,True
U0003218,2025-02-10,오가닉,iOS,동의,False,590,80,2025-05-10,4,False,,7,27,True,True,80,13,0.1625,23,False,,False,False,True
U0003219,2025-05-11,오가닉,iOS,미동의,False,44,7,2025-05-17,4,True,0.0,7,21,True,False,0,0,,0,False,False,False,False,False
U0003220,2025-04-22,퍼포먼스광고,Android,미동의,False,397,64,2025-06-27,4,False,,7,29,True,True,0,0,,0,True,,False,False,False
U0003221,2025-02-02,퍼포먼스광고,iOS,동의,False,70,14,2025-02-19,4,False,,7,14,False,False,14,3,0.21428571428571427,0,False,,False,False,False
U0003222,2025-05-25,퍼포먼스광고,Android,미동의,False,95,26,2025-06-26,4,True,0.0,7,20,True,True,0,0,,0,True,True,False,False,False
U0003223,2025-02-19,퍼포먼스광고,Android,미동의,False,9,2,2025-02-20,2,False,,2,3,False,False,0,0,,0,False,,False,False,False
U0003224,2025-02-21,퍼포먼스광고,iOS,동의,False,267,65,2025-05-19,4,False,,7,19,True,True,64,4,0.0625,24,True,,False,False,False
U0003225,2025-02-09,퍼포먼스광고,iOS,미동의,False,26,8,2025-02-16,4,False,,7,10,False,False,0,0,,0,False,,False,True,True
U0003226,2025-05-08,퍼포먼스광고,Android,동의,False,5,1,2025-05-08,0,True,0.0,1,0,True,True,1,0,,0,False,False,False,False,False
U0003227,2025-03-03,오가닉,Android,미동의,False,46,3,2025-03-05,4,True,0.0,3,8,True,True,0,0,,0,False,False,False,False,False
U0003228,2025-02-17,퍼포먼스광고,Android,동의,False,3,1,2025-02-17,0,False,,1,0,False,False,1,0,,1,False,,False,True,False
U0003229,2025-02-27,오가닉,iOS,동의,False,226,55,2025-05-25,4,False,,7,13,False,False,55,3,0.05454545454545454,30,True,,False,False,False
U0003230,2025-02-15,퍼포먼스광고,iOS,미동의,False,106,15,2025-03-16,4,False,,7,22,True,True,2,0,,1,False,,False,False,False
U0003231,2025-04-29,퍼포먼스광고,iOS,미동의,False,336,56,2025-06-30,4,True,0.0,7,21,True,True,0,0,,0,True,True,False,True,False
U0003232,2025-02-02,오가닉,Android,동의,False,5,1,2025-02-02,1,False,,1,1,False,False,1,1,1.0,0,False,,False,True,False
U0003233,2025-04-09,퍼포먼스광고,Android,동의,False,29,9,2025-04-17,3,False,,7,5,False,True,9,0,,4,False,,False,False,False
U0003234,2025-03-24,퍼포먼스광고,Android,미동의,False,18,2,2025-03-25,2,False,,2,4,True,True,0,0,,0,False,,False,False,False
U0003235,2025-02-13,오가닉,iOS,미동의,False,44,8,2025-02-20,4,False,,7,14,True,True,0,0,,0,False,,False,False,True
U0003236,2025-05-06,퍼포먼스광고,Android,미동의,False,169,16,2025-05-22,4,True,0.0,7,32,True,True,0,0,,0,False,False,False,False,False
U0003237,2025-02-25,퍼포먼스광고,iOS,동의,False,8,1,2025-02-25,1,False,,1,1,True,True,1,0,,0,False,,False,False,False
U0003238,2025-02-05,퍼포먼스광고,iOS,동의,False,221,53,2025-05-05,4,False,,7,10,True,True,53,8,0.1509433962264151,11,True,,False,False,False
U0003239,2025-04-14,퍼포먼스광고,iOS,동의,False,208,49,2025-06-29,4,False,,7,12,True,True,49,2,0.04081632653061224,32,True,,False,False,False
U0003240,2025-05-09,퍼포먼스광고,Android,미동의,False,296,51,2025-06-29,4,True,0.0,7,23,True,True,0,0,,0,True,True,False,False,False
U0003241,2025-03-06,오가닉,Android,동의,False,16,1,2025-03-06,3,True,0.0,1,4,True,True,1,0,,1,False,False,False,False,False
U0003242,2025-02-03,오가닉,iOS,동의,False,25,4,2025-02-06,3,False,,4,7,True,True,4,0,,0,False,,False,False,False
U0003243,2025-05-26,오가닉,iOS,미동의,False,156,19,2025-06-13,4,False,,7,24,True,True,0,0,,0,False,,False,True,False
U0003244,2025-02-23,퍼포먼스광고,iOS,동의,False,472,76,2025-05-23,4,True,0.0,7,22,True,True,76,4,0.05263157894736842,32,True,True,False,False,False
U0003245,2025-04-01,Unknown,iOS,동의,False,30,7,2025-04-07,4,False,,7,9,False,False,7,2,0.2857142857142857,3,False,,False,False,False
U0003246,2025-02-24,오가닉,iOS,동의,False,35,8,2025-03-03,3,False,,7,11,False,False,8,2,0.25,1,False,,False,False,False
U0003247,2025-03-23,오가닉,iOS,동의,False,559,79,2025-06-17,4,True,0.0,7,31,True,True,78,9,0.11538461538461539,34,True,True,False,False,False
U0003248,2025-05-18,퍼포먼스광고,Android,동의,False,64,10,2025-05-28,4,False,,7,20,True,True,10,1,0.1,9,False,,False,False,False
U0003249,2025-03-17,오가닉,Android,미동의,False,14,2,2025-03-18,3,False,,2,5,True,True,0,0,,0,False,,False,False,False
U0003250,2025-03-10,오가닉,Android,미동의,True,4,1,2025-03-10,1,False,,1,1,False,False,0,0,,0,False,,False,False,False
U0003251,2025-04-18,퍼포먼스광고,Android,미동의,False,401,70,2025-06-30,4,False,,7,30,True,True,0,0,,0,True,,False,False,False
U0003252,2025-01-07,오가닉,Android,미동의,False,8,1,2025-01-07,0,True,0.0,1,0,True,True,0,0,,0,False,False,False,False,False
U0003253,2025-02-16,퍼포먼스광고,Android,미동의,False,58,17,2025-03-08,4,True,0.0,7,13,True,True,0,0,,0,False,False,False,True,False
U0003254,2025-04-28,퍼포먼스광고,Android,동의,False,10,1,2025-04-28,2,True,0.0,1,2,True,True,1,0,,1,False,False,False,False,False
U0003255,2025-05-13,오가닉,Android,동의,False,16,1,2025-05-13,4,True,0.0,1,7,True,True,1,0,,1,False,False,False,True,False
U0003256,2025-03-28,퍼포먼스광고,iOS,동의,False,61,6,2025-04-02,4,True,0.0,6,13,True,True,6,3,0.5,2,False,False,False,False,False
U0003257,2025-05-14,오가닉,Android,동의,False,43,8,2025-05-21,4,False,,7,16,False,False,8,0,,8,False,,False,False,False
U0003258,2025-01-04,오가닉,Android,미동의,False,13,3,2025-01-06,3,False,,3,4,False,False,0,0,,0,False,,False,False,False
U0003259,2025-04-10,오가닉,iOS,동의,False,494,71,2025-06-30,4,True,0.0,7,24,True,True,71,3,0.04225352112676056,44,True,True,False,False,False
U0003260,2025-02-17,오가닉,Android,동의,False,13,3,2025-02-19,3,False,,3,3,True,True,3,0,,0,False,,False,False,False
U0003261,2025-02-23,오가닉,iOS,동의,False,11,1,2025-02-23,1,False,,1,2,True,True,1,0,,0,False,,False,False,False
U0003262,2025-02-13,오가닉,iOS,미동의,False,410,84,2025-05-13,4,True,0.0,7,21,True,True,2,0,,2,True,True,False,False,True
U0003263,2025-02-21,오가닉,iOS,동의,False,35,6,2025-02-26,4,True,0.0,6,9,True,True,6,0,,1,False,False,False,False,False
U0003264,2025-01-30,오가닉,iOS,동의,False,561,78,2025-04-29,4,False,,7,31,True,True,78,8,0.10256410256410256,21,True,,False,False,False
U0003265,2025-02-19,퍼포먼스광고,iOS,동의,False,271,57,2025-05-19,4,True,0.0,7,7,True,True,56,9,0.16071428571428573,16,True,True,False,False,False
U0003266,2025-01-07,퍼포먼스광고,iOS,동의,False,507,79,2025-04-06,4,True,0.0,7,21,True,True,79,8,0.10126582278481013,18,True,True,False,False,False
U0003267,2025-02-02,퍼포먼스광고,iOS,미동의,False,2,1,2025-02-02,1,False,,1,1,False,False,0,0,,0,False,,False,False,False
U0003268,2025-04-08,퍼포먼스광고,iOS,동의,False,85,20,2025-04-30,4,False,,7,11,False,False,20,1,0.05,9,False,,False,False,False
U0003269,2025-02-13,퍼포먼스광고,Android,미동의,False,347,76,2025-05-13,4,True,0.0,7,12,True,True,0,0,,0,True,True,False,False,True
U0003270,2025-03-02,오가닉,Android,미동의,False,34,4,2025-03-05,4,True,0.0,4,8,True,True,0,0,,0,False,False,False,False,False
U0003271,2025-02-07,오가닉,iOS,동의,False,9,1,2025-02-07,2,True,0.0,1,2,True,True,1,0,,0,False,False,False,False,False
U0003272,2025-01-06,퍼포먼스광고,Android,동의,False,533,76,2025-04-03,4,False,,7,20,True,True,75,6,0.08,12,True,,False,False,False
U0003273,2025-05-12,퍼포먼스광고,iOS,동의,False,34,6,2025-05-17,3,False,,6,8,False,False,6,0,,5,False,,False,False,False
U0003274,2025-03-25,퍼포먼스광고,iOS,미동의,False,1,1,2025-03-25,0,False,,1,0,False,False,0,0,,0,False,,False,False,False
U0003275,2025-05-08,오가닉,iOS,동의,False,164,39,2025-06-30,4,False,,7,12,True,False,38,1,0.02631578947368421,26,True,,False,False,False
U0003276,2025-04-10,퍼포먼스광고,Android,동의,False,76,16,2025-04-26,4,False,,7,14,False,False,16,1,0.0625,5,False,,False,False,False
U0003277,2025-01-25,퍼포먼스광고,Android,미동의,False,43,6,2025-01-30,4,False,,6,23,False,False,0,0,,0,False,,False,False,False
U0003278,2025-03-13,오가닉,iOS,미동의,True,5,1,2025-03-15,1,False,,1,1,True,False,0,0,,0,False,,False,False,False
U0003279,2025-02-19,퍼포먼스광고,iOS,동의,False,37,7,2025-02-25,4,True,0.0,7,14,True,True,7,1,0.14285714285714285,0,False,False,False,False,False
U0003280,2025-02-11,오가닉,iOS,동의,False,537,77,2025-05-11,4,True,0.0,7,25,True,True,77,7,0.09090909090909091,27,False,False,False,False,True
U0003281,2025-01-27,퍼포먼스광고,iOS,동의,False,468,79,2025-04-26,4,False,,7,25,True,True,79,9,0.11392405063291139,19,True,,False,False,False
U0003282,2025-05-25,오가닉,iOS,동의,False,10,2,2025-05-26,4,False,,2,4,True,False,2,0,,0,False,,False,False,False
U0003283,2025-02-07,오가닉,iOS,동의,False,243,56,2025-05-04,4,False,,7,11,True,True,55,9,0.16363636363636364,10,True,,False,False,False
U0003284,2025-02-27,오가닉,iOS,미동의,False,208,65,2025-05-27,4,True,0.0,7,15,True,True,0,0,,0,True,True,False,False,False
U0003285,2025-02-13,오가닉,iOS,동의,False,10,1,2025-02-13,2,True,0.0,1,4,False,False,1,1,1.0,0,False,False,False,False,True
U0003286,2025-02-14,퍼포먼스광고,Android,미동의,False,23,7,2025-02-20,2,True,0.0,7,9,False,False,0,0,,0,False,False,False,True,True
U0003287,2025-05-13,퍼포먼스광고,iOS,미동의,False,313,43,2025-06-30,4,False,,7,24,True,True,0,0,,0,True,,False,False,False
U0003288,2025-02-27,퍼포먼스광고,Android,동의,False,40,9,2025-03-08,4,False,,7,11,False,False,9,1,0.1111111111111111,4,False,,False,True,False
U0003289,2025-02-15,퍼포먼스광고,iOS,동의,False,7,1,2025-02-15,2,True,0.0,1,2,False,False,1,1,1.0,0,False,False,False,False,False
U0003290,2025-02-17,오가닉,iOS,동의,False,264,63,2025-05-17,4,True,0.0,7,10,True,True,63,4,0.06349206349206349,19,True,True,False,False,False
U0003291,2025-02-19,오가닉,Android,미동의,False,19,6,2025-02-24,2,True,0.0,6,8,False,False,0,0,,0,False,False,False,False,False
U0003292,2025-02-27,퍼포먼스광고,Android,동의,False,22,4,2025-03-02,4,False,,4,12,False,False,4,0,,1,False,,False,False,False
U0003293,2025-02-04,오가닉,iOS,미동의,False,19,8,2025-02-11,4,False,,7,8,False,False,0,0,,0,False,,False,True,False
U0003294,2025-03-05,오가닉,iOS,미동의,False,94,11,2025-03-19,4,False,,5,23,True,True,0,0,,0,False,,False,False,False
U0003295,2025-02-11,퍼포먼스광고,iOS,동의,False,457,80,2025-05-11,4,True,0.0,7,28,True,True,80,7,0.0875,32,True,True,False,False,True
U0003296,2025-02-13,퍼포먼스광고,Android,미동의,False,180,57,2025-05-13,4,False,,7,13,True,True,0,0,,0,False,,False,False,True
U0003297,2025-04-05,퍼포먼스광고,iOS,동의,False,83,6,2025-04-10,4,True,0.0,6,19,True,True,6,2,0.3333333333333333,2,False,False,False,True,False
U0003298,2025-02-19,퍼포먼스광고,Android,동의,False,124,23,2025-03-22,4,True,0.0,7,20,True,True,23,4,0.17391304347826086,5,True,True,False,False,False
U0003299,2025-01-12,오가닉,Android,동의,False,24,5,2025-01-16,4,False,,5,10,False,False,5,1,0.2,0,False,,False,False,False
U0003300,2025-04-10,퍼포먼스광고,Android,미동의,False,160,51,2025-06-30,4,True,0.0,7,8,True,True,0,0,,0,True,True,False,False,False
U0003301,2025-02-02,퍼포먼스광고,iOS,미동의,False,29,8,2025-02-11,4,True,0.0,7,10,False,False,0,0,,0,False,False,False,False,False
U0003302,2025-03-11,퍼포먼스광고,iOS,동의,True,0,0,,0,False,,0,0,False,False,0,0,,0,False,,True,True,False
U0003303,2025-03-28,퍼포먼스광고,Android,미동의,False,82,28,2025-05-05,4,True,0.0,7,6,True,True,0,0,,0,True,True,False,False,False
U0003304,2025-04-26,오가닉,iOS,동의,False,22,5,2025-04-30,1,True,0.0,5,1,True,True,5,0,,3,False,False,False,True,False
U0003305,2025-02-21,오가닉,Android,미동의,False,70,12,2025-03-08,4,False,,7,25,False,False,0,0,,0,False,,False,False,False
U0003306,2025-02-21,오가닉,Android,동의,False,21,4,2025-02-24,3,False,,4,7,True,True,4,0,,1,False,,False,True,False
U0003307,2025-01-02,퍼포먼스광고,iOS,동의,False,64,14,2025-01-22,4,False,,7,12,False,False,14,4,0.2857142857142857,2,False,,False,False,False
U0003308,2025-05-16,퍼포먼스광고,iOS,동의,False,297,44,2025-06-30,4,False,,7,10,True,True,44,3,0.06818181818181818,34,True,,False,False,False
U0003309,2025-02-24,오가닉,Android,동의,False,571,79,2025-05-24,4,True,0.0,7,30,True,True,79,6,0.0759493670886076,30,True,True,False,True,False
U0003310,2025-01-12,오가닉,iOS,미동의,False,19,2,2025-01-13,3,False,,2,8,True,True,0,0,,0,False,,False,False,False
U0003311,2025-03-25,퍼포먼스광고,Android,동의,False,26,4,2025-03-28,4,True,0.0,4,6,True,True,4,2,0.5,1,False,False,False,False,False
U0003312,2025-03-23,오가닉,iOS,동의,False,27,2,2025-03-24,4,False,,2,7,True,True,2,0,,1,False,,False,False,False
U0003313,2025-01-09,퍼포먼스광고,iOS,미동의,False,14,4,2025-01-12,4,False,,4,6,True,True,0,0,,0,False,,False,False,False
U0003314,2025-02-22,오가닉,Android,동의,False,5,1,2025-02-22,1,False,,1,1,False,False,1,1,1.0,0,False,,False,False,False
U0003315,2025-01-02,퍼포먼스광고,Android,동의,False,285,59,2025-04-01,4,True,0.0,7,21,True,True,59,9,0.15254237288135594,18,True,True,False,False,False
U0003316,2025-02-17,퍼포먼스광고,Android,동의,False,54,11,2025-03-03,4,True,0.0,7,11,True,True,11,0,,1,False,False,False,False,False
U0003317,2025-04-07,퍼포먼스광고,iOS,동의,False,588,78,2025-06-30,4,True,0.0,7,38,True,True,79,7,0.08860759493670886,43,True,True,False,False,False
U0003318,2025-04-07,오가닉,iOS,동의,False,40,4,2025-04-10,3,True,0.0,4,9,True,True,4,0,,1,False,False,False,False,False
U0003319,2025-02-28,퍼포먼스광고,iOS,미동의,False,11,1,2025-02-28,4,True,0.0,1,6,False,False,0,0,,0,False,False,False,False,False
U0003320,2025-04-17,퍼포먼스광고,iOS,미동의,False,4,1,2025-04-17,1,True,0.0,1,1,False,False,0,0,,0,False,False,False,True,False
U0003321,2025-02-12,퍼포먼스광고,iOS,동의,False,7,1,2025-02-12,3,False,,1,3,False,False,1,0,,0,False,,False,False,True
U0003322,2025-02-17,오가닉,iOS,동의,False,239,58,2025-05-17,4,False,,7,7,False,False,58,6,0.10344827586206896,18,True,,False,False,False
U0003323,2025-01-24,오가닉,iOS,미동의,False,30,10,2025-02-05,3,False,,7,5,True,False,0,0,,0,False,,False,False,False
U0003324,2025-04-12,퍼포먼스광고,iOS,동의,False,34,3,2025-04-14,4,True,0.0,3,8,True,True,3,1,0.3333333333333333,1,False,False,False,False,False
U0003325,2025-02-01,퍼포먼스광고,Android,동의,False,479,80,2025-05-01,4,True,0.0,7,28,True,True,79,6,0.0759493670886076,23,True,True,False,False,False
U0003326,2025-02-12,오가닉,iOS,동의,False,54,10,2025-02-22,4,False,,7,11,True,True,10,2,0.2,1,False,,False,False,True
U0003327,2025-03-02,오가닉,Android,동의,False,280,60,2025-05-30,4,False,,7,19,False,False,60,7,0.11666666666666667,30,True,,False,False,False
U0003328,2025-01-21,오가닉,Android,미동의,False,18,9,2025-01-30,3,False,,7,5,False,False,0,0,,0,False,,False,False,False
U0003329,2025-04-21,오가닉,Android,미동의,False,143,47,2025-06-29,4,True,0.0,7,22,True,True,0,0,,0,True,True,False,True,False
U0003330,2025-01-21,오가닉,Android,동의,False,41,7,2025-01-27,4,True,0.0,7,14,True,True,7,0,,0,False,False,False,False,False
U0003331,2025-04-06,오가닉,iOS,미동의,False,11,1,2025-04-06,2,False,,1,5,True,False,0,0,,0,False,,False,False,False
U0003332,2025-01-19,퍼포먼스광고,Android,동의,False,12,2,2025-01-20,1,True,0.0,2,1,True,True,2,0,,0,False,False,False,False,False
U0003333,2025-02-23,퍼포먼스광고,Android,동의,False,88,9,2025-03-03,4,False,,7,23,True,True,9,1,0.1111111111111111,2,False,,False,True,False
U0003334,2025-04-01,퍼포먼스광고,Android,미동의,False,25,7,2025-04-07,4,False,,7,10,False,False,0,0,,0,False,,False,False,False
U0003335,2025-03-27,오가닉,iOS,동의,False,3,1,2025-03-27,1,False,,1,1,False,False,1,0,,0,False,,False,False,False
U0003336,2025-05-24,퍼포먼스광고,iOS,미동의,False,82,18,2025-06-15,4,False,,7,13,True,True,0,0,,0,False,,False,False,False
U0003337,2025-01-13,오가닉,Android,동의,False,15,3,2025-01-15,3,False,,3,6,False,False,3,0,,0,False,,False,False,False
U0003338,2025-02-01,오가닉,Android,동의,False,545,78,2025-05-01,4,True,0.0,7,22,True,True,78,7,0.08974358974358974,15,True,True,False,False,False
U0003339,2025-04-26,퍼포먼스광고,iOS,동의,False,242,47,2025-06-30,4,False,,7,13,True,True,47,6,0.1276595744680851,31,True,,False,False,False
U0003340,2025-02-27,퍼포먼스광고,Android,동의,False,21,5,2025-03-03,3,False,,5,5,False,False,5,0,,0,False,,False,False,False
U0003341,2025-04-19,퍼포먼스광고,Android,미동의,False,5,1,2025-04-19,2,False,,1,2,True,True,0,0,,0,False,,False,False,False
U0003342,2025-01-24,퍼포먼스광고,iOS,미동의,False,16,2,2025-01-25,3,False,,2,6,False,False,0,0,,0,False,,False,False,False
U0003343,2025-02-05,오가닉,iOS,동의,False,479,79,2025-05-05,4,True,0.0,7,19,True,True,78,10,0.1282051282051282,26,True,True,False,True,False
U0003344,2025-02-23,오가닉,iOS,동의,False,518,77,2025-05-23,4,False,,7,33,True,True,78,4,0.05128205128205128,35,True,,False,False,False
U0003345,2025-04-14,퍼포먼스광고,Android,동의,False,2,1,2025-04-14,0,False,,1,0,False,False,1,0,,0,False,,False,False,False
U0003346,2025-04-08,오가닉,iOS,동의,False,127,10,2025-04-17,4,False,,7,24,True,True,10,3,0.3,2,False,,False,False,False
U0003347,2025-04-18,퍼포먼스광고,Android,동의,False,517,64,2025-06-30,4,True,0.0,7,45,True,True,64,3,0.046875,39,True,True,False,False,False
U0003348,2025-01-24,퍼포먼스광고,Unknown,미동의,False,31,8,2025-01-31,4,True,0.0,7,12,False,False,0,0,,0,False,False,False,False,False
U0003349,2025-04-07,오가닉,Android,미동의,False,36,5,2025-04-11,3,False,,5,8,True,True,0,0,,0,False,,False,False,False
U0003350,2025-05-10,오가닉,iOS,동의,False,336,47,2025-06-30,4,True,0.0,7,13,True,True,47,5,0.10638297872340426,34,True,True,False,False,False
U0003351,2025-05-21,오가닉,Android,동의,False,321,40,2025-06-29,4,False,,7,27,True,True,40,6,0.15,25,True,,False,False,False
U0003352,2025-03-29,오가닉,iOS,동의,False,67,7,2025-04-04,4,True,0.0,7,26,True,True,7,1,0.14285714285714285,2,False,False,False,False,False
U0003353,2025-03-20,오가닉,iOS,미동의,False,9,1,2025-03-20,3,True,0.0,1,3,True,True,0,0,,0,False,False,False,True,False
U0003354,2025-03-20,퍼포먼스광고,iOS,미동의,False,14,1,2025-03-20,3,False,,1,7,False,False,0,0,,0,False,,False,False,False
U0003355,2025-04-26,오가닉,Android,동의,False,214,43,2025-06-29,4,True,0.0,7,23,True,True,42,3,0.07142857142857142,24,True,True,False,False,False
U0003356,2025-05-21,퍼포먼스광고,iOS,미동의,False,19,5,2025-05-25,4,True,0.0,5,7,True,True,0,0,,0,False,False,False,False,False
U0003357,2025-02-20,퍼포먼스광고,Android,동의,False,46,10,2025-03-01,4,True,0.0,7,8,True,True,10,2,0.2,1,False,False,False,False,False
U0003358,2025-03-04,퍼포먼스광고,iOS,미동의,False,41,5,2025-03-08,4,True,0.0,5,10,True,True,0,0,,0,False,False,False,False,False
U0003359,2025-03-22,퍼포먼스광고,Android,미동의,False,53,15,2025-04-08,4,True,0.0,7,17,False,False,0,0,,0,False,False,False,False,False
U0003360,2025-05-25,퍼포먼스광고,iOS,동의,False,47,10,2025-06-04,4,False,,7,8,True,True,10,2,0.2,4,False,,False,False,False
U0003361,2025-04-09,퍼포먼스광고,iOS,동의,False,521,74,2025-06-30,4,False,,7,25,True,True,74,8,0.10810810810810811,41,True,,False,False,False
U0003362,2025-03-09,오가닉,Android,동의,False,12,1,2025-03-09,3,True,0.0,1,4,True,True,1,0,,0,False,False,False,True,False
U0003363,2025-02-21,오가닉,iOS,동의,False,11,2,2025-02-22,2,False,,2,3,False,False,2,0,,0,False,,False,False,False
U0003364,2025-02-07,퍼포먼스광고,Android,동의,False,7,1,2025-02-07,3,False,,1,3,False,False,1,0,,1,False,,False,True,False
