User_ID,가입일자,가입경로,기기,알림수신동의여부,알림수신동의_변경일자,signup_during_outage
U0002042,2025-01-02,퍼포먼스광고,iOS,동의,,False
U0002043,2025-02-28,오가닉,Android,동의,2025-04-03,False
U0002044,2025-04-19,퍼포먼스광고,iOS,미동의,,False
U0002045,2025-02-18,퍼포먼스광고,Android,미동의,,False
U0002046,2025-02-22,퍼포먼스광고,iOS,미동의,,False
U0002047,2025-05-08,퍼포먼스광고,iOS,미동의,,False
U0002048,2025-02-07,오가닉,iOS,미동의,,False
U0002049,2025-01-12,오가닉,iOS,동의,2025-04-22,False
U0002050,2025-03-05,오가닉,iOS,동의,,False
U0002051,2025-03-20,오가닉,Android,미동의,,False
U0002052,2025-04-13,퍼포먼스광고,Android,미동의,,False
U0002053,2025-01-05,오가닉,Android,동의,,False
U0002054,2025-04-20,오가닉,iOS,동의,,False
U0002055,2025-01-10,퍼포먼스광고,Android,동의,,False
U0002056,2025-03-15,오가닉,iOS,동의,,False
U0002057,2025-05-08,오가닉,iOS,동의,2025-05-29,False
U0002058,2025-01-17,오가닉,iOS,동의,,False
U0002059,2025-02-19,퍼포먼스광고,Android,동의,,False
U0002060,2025-01-23,퍼포먼스광고,iOS,동의,,False
U0002061,2025-03-15,퍼포먼스광고,Android,동의,,False
U0002062,2025-02-19,퍼포먼스광고,iOS,동의,,False
U0002063,2025-03-13,오가닉,Android,미동의,,True
U0002064,2025-01-07,퍼포먼스광고,iOS,동의,,False
U0002065,2025-03-05,퍼포먼스광고,iOS,동의,,False
U0002066,2025-02-12,오가닉,iOS,동의,2025-03-01,False
U0002067,2025-03-24,퍼포먼스광고,iOS,동의,2025-05-18,False
U0002068,2025-03-09,퍼포먼스광고,iOS,동의,,False
U0002069,2025-03-07,오가닉,iOS,미동의,,False
U0002070,2025-04-24,퍼포먼스광고,Android,동의,,False
U0002071,2025-01-14,오가닉,iOS,미동의,2025-04-09,False
U0002072,2025-01-21,오가닉,iOS,미동의,,False
U0002073,2025-01-30,오가닉,Android,미동의,,False
U0002074,2025-05-15,오가닉,iOS,미동의,,False
U0002075,2025-01-31,오가닉,Android,미동의,,False
U0002076,2025-02-03,퍼포먼스광고,iOS,동의,2025-05-29,False
U0002077,2025-01-20,퍼포먼스광고,Android,동의,,False
U0002078,2025-03-24,오가닉,Android,동의,,False
U0002079,2025-02-26,오가닉,Android,미동의,,False
U0002080,2025-01-20,퍼포먼스광고,iOS,동의,,False
U0002081,2025-05-02,오가닉,Android,동의,,False
U0002082,2025-02-09,오가닉,iOS,동의,,False
U0002083,2025-02-15,퍼포먼스광고,iOS,동의,2025-03-23,False
U0002084,2025-02-09,퍼포먼스광고,Android,동의,,False
U0002085,2025-01-18,오가닉,iOS,동의,,False
U0002086,2025-02-28,오가닉,Android,동의,,False
U0002087,2025-02-02,퍼포먼스광고,iOS,미동의,,False
U0002088,2025-02-20,퍼포먼스광고,iOS,Unknown,,False
U0002089,2025-04-11,퍼포먼스광고,iOS,동의,,False
U0002090,2025-02-12,오가닉,Android,미동의,,False
U0002091,2025-02-22,퍼포먼스광고,iOS,동의,2025-03-16,False
U0002092,2025-04-26,오가닉,Android,동의,,False
U0002093,2025-02-23,오가닉,Unknown,미동의,,False
U0002094,2025-04-26,퍼포먼스광고,iOS,동의,,False
U0002095,2025-04-09,오가닉,Android,동의,2025-04-30,False
U0002096,2025-02-15,오가닉,iOS,미동의,,False
U0002097,2025-05-04,퍼포먼스광고,Android,미동의,,False
U0002098,2025-01-20,오가닉,iOS,미동의,2025-04-19,False
U0002099,2025-02-28,오가닉,iOS,동의,,False
U0002100,2025-02-28,오가닉,iOS,동의,,False
U0002101,2025-02-22,퍼포먼스광고,Android,동의,,False
U0002102,2025-03-10,퍼포먼스광고,iOS,동의,,True
U0002103,2025-03-28,오가닉,Android,동의,2025-05-20,False
U0002104,2025-04-04,퍼포먼스광고,iOS,동의,,False
U0002105,2025-04-16,오가닉,iOS,동의,,False
U0002106,2025-02-08,오가닉,Android,동의,,False
U0002107,2025-02-11,오가닉,Android,동의,,False
U0002108,2025-03-11,오가닉,Android,미동의,2025-04-15,True
U0002109,2025-02-05,퍼포먼스광고,iOS,동의,,False
U0002110,2025-02-12,퍼포먼스광고,iOS,미동의,,False
U0002111,2025-03-04,퍼포먼스광고,Android,미동의,,False
U0002112,2025-03-03,퍼포먼스광고,Android,동의,,False
U0002113,2025-05-26,오가닉,iOS,동의,,False
U0002114,2025-02-21,오가닉,Android,미동의,,False
U0002115,2025-05-25,오가닉,Android,동의,2025-06-10,False
U0002116,2025-03-31,오가닉,iOS,동의,,False
U0002117,2025-05-26,오가닉,Android,동의,,False
U0002118,2025-02-10,퍼포먼스광고,iOS,미동의,,False
U0002119,2025-03-11,퍼포먼스광고,iOS,미동의,,True
U0002120,2025-03-05,오가닉,Android,미동의,,False
U0002121,2025-05-11,오가닉,iOS,동의,,False
U0002122,2025-04-09,퍼포먼스광고,iOS,동의,,False
U0002123,2025-01-01,오가닉,iOS,미동의,,False
U0002124,2025-02-26,오가닉,iOS,동의,,False
U0002125,2025-02-03,퍼포먼스광고,iOS,동의,,False
U0002126,2025-01-06,퍼포먼스광고,iOS,미동의,,False
U0002127,2025-02-15,퍼포먼스광고,Android,동의,,False
U0002128,2025-03-11,퍼포먼스광고,Android,동의,,True
U0002129,2025-01-25,퍼포먼스광고,iOS,동의,,False
U0002130,2025-01-20,퍼포먼스광고,iOS,미동의,,False
U0002131,2025-02-23,퍼포먼스광고,iOS,미동의,,False
U0002132,2025-02-10,퍼포먼스광고,Unknown,동의,2025-04-11,False
U0002133,2025-02-16,오가닉,iOS,미동의,,False
U0002134,2025-02-23,퍼포먼스광고,Android,동의,2025-05-26,False
U0002135,2025-03-06,퍼포먼스광고,iOS,동의,,False
U0002136,2025-03-03,퍼포먼스광고,Android,동의,,False
U0002137,2025-01-05,퍼포먼스광고,iOS,동의,,False
U0002138,2025-01-10,퍼포먼스광고,iOS,동의,,False
U0002139,2025-02-24,퍼포먼스광고,iOS,미동의,,False
U0002140,2025-04-27,퍼포먼스광고,iOS,동의,,False
U0002141,2025-03-20,퍼포먼스광고,iOS,미동의,,False
U0002142,2025-05-16,퍼포먼스광고,Android,동의,,False
U0002143,2025-02-05,오가닉,iOS,동의,,False
U0002144,2025-02-23,퍼포먼스광고,iOS,동의,,False
U0002145,2025-01-04,오가닉,iOS,동의,,False
U0002146,2025-01-24,퍼포먼스광고,iOS,미동의,,False
U0002147,2025-04-21,오가닉,iOS,미동의,,False
U0002148,2025-01-26,퍼포먼스광고,iOS,동의,,False
U0002149,2025-04-13,퍼포먼스광고,iOS,동의,,False
U0002150,2025-01-30,오가닉,iOS,미동의,,False
U0002151,2025-02-06,퍼포먼스광고,Android,동의,,False
U0002152,2025-04-27,오가닉,Android,동의,,False
U0002153,2025-02-07,퍼포먼스광고,Android,동의,,False
U0002154,2025-02-23,오가닉,iOS,미동의,,False
U0002155,2025-01-26,퍼포먼스광고,iOS,동의,,False
U0002156,2025-04-14,퍼포먼스광고,iOS,미동의,,False
U0002157,2025-02-07,퍼포먼스광고,iOS,미동의,,False
U0002158,2025-01-11,오가닉,iOS,미동의,,False
U0002159,2025-04-07,퍼포먼스광고,iOS,동의,,False
U0002160,2025-02-21,오가닉,iOS,미동의,2025-05-21,False
U0002161,2025-04-03,오가닉,Android,미동의,2025-04-19,False
U0002162,2025-02-18,오가닉,iOS,동의,,False
U0002163,2025-03-12,오가닉,iOS,동의,,True
U0002164,2025-04-27,오가닉,Android,미동의,,False
U0002165,2025-02-28,퍼포먼스광고,Android,동의,,False
U0002166,2025-05-16,퍼포먼스광고,Android,동의,,False
U0002167,2025-03-27,오가닉,iOS,동의,2025-05-15,False
U0002168,2025-02-27,오가닉,Android,미동의,,False
U0002169,2025-05-01,오가닉,iOS,동의,,False
U0002170,2025-04-25,퍼포먼스광고,iOS,미동의,,False
U0002171,2025-03-22,오가닉,iOS,동의,,False
U0002172,2025-01-10,오가닉,Android,동의,2025-03-15,False
U0002173,2025-02-09,오가닉,Android,동의,,False
U0002174,2025-01-30,퍼포먼스광고,Android,동의,,False
U0002175,2025-01-02,오가닉,iOS,동의,,False
U0002176,2025-04-23,퍼포먼스광고,iOS,동의,,False
U0002177,2025-02-12,퍼포먼스광고,Android,동의,2025-03-11,False
U0002178,2025-05-18,퍼포먼스광고,iOS,동의,2025-06-15,False
U0002179,2025-01-21,퍼포먼스광고,iOS,미동의,,False
U0002180,2025-01-31,오가닉,Android,미동의,,False
U0002181,2025-02-09,오가닉,Android,동의,,False
U0002182,2025-05-26,퍼포먼스광고,Android,동의,,False
U0002183,2025-01-22,퍼포먼스광고,Android,동의,2025-03-28,False
U0002184,2025-02-17,퍼포먼스광고,iOS,동의,,False
U0002185,2025-03-04,오가닉,Android,미동의,2025-03-30,False
U0002186,2025-05-23,오가닉,iOS,동의,,False
U0002187,2025-05-05,오가닉,iOS,미동의,,False
U0002188,2025-02-06,퍼포먼스광고,iOS,동의,,False
U0002189,2025-02-14,오가닉,Android,동의,,False
U0002190,2025-01-03,퍼포먼스광고,iOS,미동의,,False
U0002191,2025-01-09,퍼포먼스광고,Android,동의,,False
U0002192,2025-04-04,퍼포먼스광고,Android,미동의,,False
U0002193,2025-03-31,퍼포먼스광고,iOS,미동의,,False
U0002194,2025-04-01,오가닉,iOS,미동의,,False
U0002195,2025-02-17,퍼포먼스광고,Android,동의,2025-05-14,False
U0002196,2025-05-11,퍼포먼스광고,Android,동의,,False
U0002197,2025-04-15,퍼포먼스광고,iOS,동의,,False
U0002198,2025-02-20,퍼포먼스광고,iOS,미동의,,False
U0002199,2025-05-07,오가닉,Android,동의,,False
U0002200,2025-01-19,오가닉,Android,동의,,False
U0002201,2025-04-21,퍼포먼스광고,iOS,동의,,False
U0002202,2025-05-17,퍼포먼스광고,iOS,동의,,False
U0002203,2025-03-14,퍼포먼스광고,Android,동의,2025-05-11,True
U0002204,2025-03-13,오가닉,iOS,동의,,True
U0002205,2025-03-11,퍼포먼스광고,Android,동의,,True
U0002206,2025-02-12,오가닉,Android,미동의,,False
U0002207,2025-04-07,퍼포먼스광고,Android,동의,,False
U0002208,2025-02-07,오가닉,iOS,미동의,,False
U0002209,2025-02-12,오가닉,Android,동의,2025-04-24,False
U0002210,2025-04-12,오가닉,iOS,동의,,False
U0002211,2025-03-08,오가닉,Android,동의,2025-04-16,False
U0002212,2025-05-18,오가닉,iOS,동의,,False
U0002213,2025-04-27,퍼포먼스광고,Android,미동의,,False
U0002214,2025-05-24,퍼포먼스광고,iOS,미동의,,False
U0002215,2025-01-10,퍼포먼스광고,iOS,동의,2025-03-13,False
U0002216,2025-03-19,퍼포먼스광고,iOS,동의,,False
U0002217,2025-01-17,퍼포먼스광고,iOS,동의,,False
U0002218,2025-02-07,퍼포먼스광고,iOS,미동의,,False
U0002219,2025-01-15,퍼포먼스광고,Android,미동의,,False
U0002220,2025-02-21,퍼포먼스광고,iOS,미동의,,False
U0002221,2025-01-26,퍼포먼스광고,Android,미동의,,False
U0002222,2025-02-09,오가닉,iOS,미동의,,False
U0002223,2025-02-09,오가닉,Android,동의,,False
U0002224,2025-02-21,퍼포먼스광고,Android,미동의,2025-04-23,False
U0002225,2025-04-03,오가닉,iOS,미동의,,False
U0002226,2025-03-15,퍼포먼스광고,iOS,동의,,False
U0002227,2025-01-05,퍼포먼스광고,Android,미동의,,False
U0002228,2025-02-17,퍼포먼스광고,Android,동의,,False
U0002229,2025-03-29,오가닉,iOS,미동의,,False
U0002230,2025-03-17,퍼포먼스광고,iOS,동의,,False
U0002231,2025-02-01,퍼포먼스광고,iOS,동의,,False
U0002232,2025-02-18,퍼포먼스광고,Android,동의,,False
U0002233,2025-04-28,퍼포먼스광고,iOS,동의,,False
U0002234,2025-04-12,퍼포먼스광고,Android,미동의,,False
U0002235,2025-02-05,오가닉,Android,동의,,False
U0002236,2025-03-29,오가닉,iOS,동의,,False
U0002237,2025-01-22,오가닉,Android,미동의,2025-04-15,False
U0002238,2025-03-11,오가닉,iOS,동의,,True
U0002239,2025-02-24,오가닉,iOS,동의,,False
U0002240,2025-05-23,오가닉,iOS,미동의,2025-06-11,False
U0002241,2025-03-31,오가닉,Android,동의,,False
U0002242,2025-04-19,오가닉,iOS,미동의,,False
U0002243,2025-05-09,오가닉,Android,동의,2025-06-06,False
U0002244,2025-03-19,퍼포먼스광고,Android,미동의,,False
U0002245,2025-05-15,퍼포먼스광고,Android,동의,,False
U0002246,2025-01-10,오가닉,iOS,미동의,,False
U0002247,2025-03-29,퍼포먼스광고,iOS,동의,,False
U0002248,2025-05-12,퍼포먼스광고,iOS,동의,2025-06-23,False
U0002249,2025-05-25,퍼포먼스광고,Android,동의,,False
U0002250,2025-03-19,오가닉,Android,동의,2025-04-10,False
U0002251,2025-03-12,퍼포먼스광고,iOS,동의,,True
U0002252,2025-02-07,오가닉,Android,동의,2025-04-19,False
U0002253,2025-03-19,오가닉,iOS,동의,,False
U0002254,2025-04-23,오가닉,Android,동의,2025-05-10,False
U0002255,2025-01-01,퍼포먼스광고,iOS,동의,,False
U0002256,2025-04-18,오가닉,iOS,동의,,False
U0002257,2025-02-02,퍼포먼스광고,Android,동의,,False
U0002258,2025-04-19,오가닉,iOS,동의,,False
U0002259,2025-01-29,퍼포먼스광고,Android,동의,2025-03-16,False
U0002260,2025-04-10,퍼포먼스광고,iOS,동의,,False
U0002261,2025-03-03,퍼포먼스광고,iOS,동의,,False
U0002262,2025-02-08,오가닉,Unknown,미동의,,False
U0002263,2025-02-20,오가닉,Android,동의,,False
U0002264,2025-03-13,오가닉,Android,동의,,True
U0002265,2025-05-22,오가닉,iOS,동의,,False
U0002266,2025-05-22,오가닉,Unknown,동의,2025-06-07,False
U0002267,2025-03-05,퍼포먼스광고,iOS,미동의,,False
U0002268,2025-04-12,퍼포먼스광고,iOS,미동의,,False
U0002269,2025-02-23,퍼포먼스광고,iOS,동의,,False
U0002270,2025-02-15,퍼포먼스광고,Android,동의,2025-04-03,False
U0002271,2025-04-18,퍼포먼스광고,iOS,동의,2025-05-30,False
U0002272,2025-03-31,퍼포먼스광고,iOS,동의,,False
U0002273,2025-01-10,오가닉,iOS,미동의,,False
U0002274,2025-02-20,퍼포먼스광고,Android,동의,,False
U0002275,2025-03-25,퍼포먼스광고,iOS,동의,,False
U0002276,2025-03-29,오가닉,iOS,미동의,,False
U0002277,2025-01-10,퍼포먼스광고,Android,동의,,False
U0002278,2025-04-21,퍼포먼스광고,iOS,동의,,False
U0002279,2025-02-03,퍼포먼스광고,iOS,동의,,False
U0002280,2025-01-27,오가닉,Android,미동의,,False
U0002281,2025-05-02,오가닉,Android,미동의,2025-05-21,False
U0002282,2025-04-28,오가닉,iOS,동의,,False
U0002283,2025-04-13,퍼포먼스광고,Android,동의,,False
U0002284,2025-02-22,퍼포먼스광고,Android,동의,,False
U0002285,2025-02-08,퍼포먼스광고,iOS,미동의,,False
U0002286,2025-04-13,퍼포먼스광고,iOS,동의,,False
U0002287,2025-05-09,오가닉,iOS,미동의,,False
U0002288,2025-05-09,오가닉,iOS,동의,,False
U0002289,2025-02-11,퍼포먼스광고,iOS,동의,,False
U0002290,2025-02-06,오가닉,iOS,동의,,False
U0002291,2025-04-06,퍼포먼스광고,Android,동의,,False
U0002292,2025-04-04,퍼포먼스광고,iOS,Unknown,,False
U0002293,2025-03-12,퍼포먼스광고,iOS,미동의,,True
U0002294,2025-02-22,퍼포먼스광고,iOS,동의,,False
U0002295,2025-04-11,퍼포먼스광고,iOS,미동의,,False
U0002296,2025-01-06,오가닉,Android,미동의,,False
U0002297,2025-05-11,오가닉,Android,미동의,,False
U0002298,2025-02-15,오가닉,Android,동의,,False
U0002299,2025-02-16,퍼포먼스광고,Android,동의,,False
U0002300,2025-04-18,퍼포먼스광고,Android,미동의,2025-05-18,False
U0002301,2025-05-18,퍼포먼스광고,Android,미동의,,False
U0002302,2025-03-02,퍼포먼스광고,iOS,미동의,,False
U0002303,2025-02-21,퍼포먼스광고,iOS,동의,,False
U0002304,2025-02-07,퍼포먼스광고,iOS,동의,,False
U0002305,2025-05-09,퍼포먼스광고,iOS,동의,,False
U0002306,2025-02-27,오가닉,Android,동의,,False
U0002307,2025-03-16,오가닉,Android,동의,,False
U0002308,2025-05-24,퍼포먼스광고,iOS,미동의,,False
U0002309,2025-04-27,퍼포먼스광고,Android,동의,,False
U0002310,2025-04-13,퍼포먼스광고,Android,동의,,False
U0002311,2025-01-19,오가닉,Android,미동의,,False
U0002312,2025-02-24,오가닉,iOS,동의,,False
U0002313,2025-02-24,퍼포먼스광고,Android,동의,,False
U0002314,2025-02-11,퍼포먼스광고,iOS,동의,2025-05-13,False
U0002315,2025-02-02,오가닉,iOS,동의,2025-05-17,False
U0002316,2025-03-20,퍼포먼스광고,Android,미동의,,False
U0002317,2025-03-29,오가닉,Android,미동의,,False
U0002318,2025-02-05,퍼포먼스광고,iOS,미동의,2025-05-01,False
U0002319,2025-04-05,오가닉,iOS,동의,2025-06-20,False
U0002320,2025-03-30,퍼포먼스광고,Android,동의,,False
U0002321,2025-02-25,퍼포먼스광고,iOS,동의,,False
U0002322,2025-02-07,퍼포먼스광고,iOS,미동의,,False
U0002323,2025-02-06,오가닉,iOS,미동의,,False
U0002324,2025-03-28,퍼포먼스광고,iOS,미동의,,False
U0002325,2025-02-21,Unknown,iOS,동의,,False
U0002326,2025-01-24,오가닉,Android,미동의,,False
U0002327,2025-04-11,퍼포먼스광고,iOS,미동의,,False
U0002328,2025-02-13,퍼포먼스광고,iOS,동의,,False
U0002329,2025-01-08,오가닉,iOS,동의,,False
U0002330,2025-03-17,오가닉,iOS,동의,,False
U0002331,2025-02-08,퍼포먼스광고,Android,미동의,,False
U0002332,2025-05-23,퍼포먼스광고,iOS,동의,,False
U0002333,2025-03-15,오가닉,iOS,동의,,False
U0002334,2025-01-20,오가닉,iOS,동의,,False
U0002335,2025-01-16,퍼포먼스광고,iOS,미동의,2025-05-03,False
U0002336,2025-03-26,오가닉,Android,동의,2025-06-25,False
U0002337,2025-01-14,오가닉,iOS,동의,,False
U0002338,2025-02-08,오가닉,iOS,동의,,False
U0002339,2025-03-07,퍼포먼스광고,iOS,미동의,,False
U0002340,2025-02-02,퍼포먼스광고,Android,미동의,,False
U0002341,2025-05-15,오가닉,iOS,미동의,,False
U0002342,2025-04-05,퍼포먼스광고,iOS,동의,,False
U0002343,2025-03-09,퍼포먼스광고,iOS,동의,,False
U0002344,2025-05-12,퍼포먼스광고,Android,동의,2025-05-27,False
U0002345,2025-03-10,퍼포먼스광고,Android,동의,,True
U0002346,2025-05-22,오가닉,iOS,미동의,,False
U0002347,2025-02-23,퍼포먼스광고,iOS,동의,,False
U0002348,2025-02-07,오가닉,iOS,동의,,False
U0002349,2025-02-09,오가닉,iOS,미동의,,False
U0002350,2025-05-01,퍼포먼스광고,iOS,미동의,,False
U0002351,2025-01-30,퍼포먼스광고,iOS,동의,,False
U0002352,2025-01-30,퍼포먼스광고,Android,동의,,False
U0002353,2025-02-25,퍼포먼스광고,iOS,동의,,False
U0002354,2025-03-17,퍼포먼스광고,iOS,미동의,,False
U0002355,2025-02-19,퍼포먼스광고,iOS,미동의,2025-05-22,False
U0002356,2025-02-19,퍼포먼스광고,Android,동의,,False
U0002357,2025-01-06,오가닉,iOS,미동의,2025-01-28,False
U0002358,2025-02-01,오가닉,Android,동의,2025-05-04,False
U0002359,2025-01-16,오가닉,Android,동의,2025-03-21,False
U0002360,2025-03-21,오가닉,Android,동의,,False
U0002361,2025-05-09,퍼포먼스광고,iOS,동의,2025-05-24,False
U0002362,2025-02-10,퍼포먼스광고,Android,동의,,False
U0002363,2025-02-04,퍼포먼스광고,iOS,동의,,False
U0002364,2025-04-16,오가닉,iOS,동의,,False
U0002365,2025-03-09,퍼포먼스광고,Android,동의,,False
U0002366,2025-03-12,퍼포먼스광고,iOS,동의,,True
U0002367,2025-03-10,오가닉,Android,동의,,True
U0002368,2025-04-08,퍼포먼스광고,iOS,동의,,False
U0002369,2025-04-29,퍼포먼스광고,iOS,미동의,,False
U0002370,2025-04-29,오가닉,iOS,미동의,,False
U0002371,2025-02-14,퍼포먼스광고,Android,동의,,False
U0002372,2025-03-13,퍼포먼스광고,iOS,동의,2025-05-30,True
U0002373,2025-03-26,퍼포먼스광고,iOS,동의,,False
U0002374,2025-04-08,퍼포먼스광고,Android,동의,,False
U0002375,2025-05-19,퍼포먼스광고,iOS,미동의,2025-06-14,False
U0002376,2025-02-01,오가닉,iOS,미동의,,False
U0002377,2025-02-04,퍼포먼스광고,iOS,미동의,2025-03-14,False
U0002378,2025-05-24,퍼포먼스광고,Android,동의,,False
U0002379,2025-05-01,오가닉,Android,동의,,False
U0002380,2025-03-24,퍼포먼스광고,iOS,동의,2025-04-19,False
U0002381,2025-01-24,오가닉,iOS,미동의,,False
U0002382,2025-04-04,오가닉,Android,미동의,,False
U0002383,2025-05-02,Unknown,iOS,동의,,False
U0002384,2025-04-08,오가닉,iOS,동의,2025-06-22,False
U0002385,2025-02-17,오가닉,iOS,동의,,False
U0002386,2025-01-18,퍼포먼스광고,iOS,동의,,False
U0002387,2025-01-11,오가닉,iOS,Unknown,,False
U0002388,2025-02-21,오가닉,Android,미동의,2025-04-27,False
U0002389,2025-03-10,오가닉,iOS,미동의,,True
U0002390,2025-04-14,퍼포먼스광고,iOS,미동의,,False
U0002391,2025-04-21,오가닉,iOS,동의,,False
U0002392,2025-02-23,퍼포먼스광고,Android,동의,2025-03-29,False
U0002393,2025-05-18,오가닉,Android,동의,,False
U0002394,2025-02-01,퍼포먼스광고,iOS,동의,,False
U0002395,2025-02-25,오가닉,Android,동의,,False
U0002396,2025-02-27,퍼포먼스광고,Unknown,동의,,False
U0002397,2025-02-26,퍼포먼스광고,iOS,동의,,False
U0002398,2025-02-07,퍼포먼스광고,iOS,동의,,False
U0002399,2025-04-04,오가닉,iOS,동의,,False
U0002400,2025-04-08,오가닉,iOS,미동의,,False
U0002401,2025-03-19,오가닉,Android,동의,,False
U0002402,2025-01-12,퍼포먼스광고,iOS,동의,,False
U0002403,2025-01-30,퍼포먼스광고,iOS,미동의,,False
U0002404,2025-02-14,퍼포먼스광고,iOS,동의,,False
U0002405,2025-01-06,오가닉,Android,미동의,,False
U0002406,2025-01-09,오가닉,Android,동의,,False
U0002407,2025-03-30,오가닉,iOS,미동의,,False
U0002408,2025-03-26,오가닉,iOS,동의,,False
U0002409,2025-03-17,오가닉,Android,동의,,False
U0002410,2025-01-18,퍼포먼스광고,iOS,미동의,,False
U0002411,2025-03-14,오가닉,iOS,동의,,True
U0002412,2025-02-01,퍼포먼스광고,iOS,동의,,False
U0002413,2025-04-15,퍼포먼스광고,Android,동의,,False
U0002414,2025-04-24,퍼포먼스광고,iOS,동의,,False
U0002415,2025-03-11,퍼포먼스광고,Android,미동의,,True
U0002416,2025-04-17,오가닉,Android,동의,,False
U0002417,2025-05-08,오가닉,iOS,미동의,,False
U0002418,2025-03-19,오가닉,Android,미동의,,False
U0002419,2025-01-18,퍼포먼스광고,Android,동의,,False
U0002420,2025-02-19,퍼포먼스광고,Android,동의,,False
U0002421,2025-03-08,오가닉,iOS,동의,,False
U0002422,2025-02-05,오가닉,iOS,동의,2025-04-30,False
U0002423,2025-03-03,퍼포먼스광고,Android,동의,2025-05-18,False
U0002424,2025-02-15,퍼포먼스광고,iOS,미동의,,False
U0002425,2025-01-27,퍼포먼스광고,Android,동의,,False
U0002426,2025-01-22,오가닉,iOS,동의,2025-04-06,False
U0002427,2025-01-21,오가닉,iOS,미동의,,False
U0002428,2025-02-02,오가닉,iOS,동의,,False
U0002429,2025-02-22,퍼포먼스광고,iOS,미동의,,False
U0002430,2025-03-09,오가닉,iOS,미동의,2025-05-18,False
U0002431,2025-02-20,퍼포먼스광고,iOS,동의,,False
U0002432,2025-02-21,오가닉,iOS,미동의,,False
U0002433,2025-02-17,퍼포먼스광고,iOS,미동의,,False
U0002434,2025-01-11,오가닉,iOS,동의,,False
U0002435,2025-02-20,퍼포먼스광고,Android,미동의,,False
U0002436,2025-03-13,퍼포먼스광고,Android,동의,,True
U0002437,2025-03-03,오가닉,Android,동의,,False
U0002438,2025-02-14,퍼포먼스광고,iOS,동의,,False
U0002439,2025-02-25,오가닉,iOS,동의,,False
U0002440,2025-04-30,오가닉,iOS,미동의,,False
U0002441,2025-02-03,퍼포먼스광고,Android,미동의,,False
U0002442,2025-03-28,퍼포먼스광고,iOS,동의,,False
U0002443,2025-01-06,오가닉,iOS,미동의,,False
U0002444,2025-02-11,퍼포먼스광고,Android,동의,,False
U0002445,2025-02-09,퍼포먼스광고,iOS,미동의,,False
U0002446,2025-05-26,퍼포먼스광고,iOS,동의,,False
U0002447,2025-01-22,퍼포먼스광고,iOS,미동의,,False
U0002448,2025-02-05,오가닉,Android,미동의,,False
U0002449,2025-05-17,퍼포먼스광고,iOS,동의,,False
U0002450,2025-04-08,퍼포먼스광고,iOS,동의,,False
U0002451,2025-02-25,퍼포먼스광고,Android,미동의,,False
U0002452,2025-03-13,오가닉,iOS,미동의,,True
U0002453,2025-02-23,퍼포먼스광고,iOS,동의,,False
U0002454,2025-02-01,퍼포먼스광고,Android,동의,,False
U0002455,2025-02-07,퍼포먼스광고,iOS,미동의,,False
U0002456,2025-02-01,오가닉,iOS,미동의,,False
U0002457,2025-05-07,오가닉,Android,동의,,False
U0002458,2025-05-09,퍼포먼스광고,Android,동의,,False
U0002459,2025-02-26,오가닉,Android,미동의,2025-05-29,False
U0002460,2025-02-04,퍼포먼스광고,iOS,미동의,,False
U0002461,2025-03-08,퍼포먼스광고,iOS,미동의,,False
U0002462,2025-02-25,퍼포먼스광고,iOS,동의,2025-03-16,False
U0002463,2025-04-27,퍼포먼스광고,iOS,동의,,False
U0002464,2025-02-28,오가닉,Android,동의,,False
U0002465,2025-02-17,오가닉,Android,미동의,,False
U0002466,2025-02-10,퍼포먼스광고,iOS,미동의,,False
U0002467,2025-01-01,오가닉,iOS,동의,,False
U0002468,2025-01-04,퍼포먼스광고,Android,동의,,False
U0002469,2025-05-04,퍼포먼스광고,iOS,동의,,False
U0002470,2025-01-01,퍼포먼스광고,iOS,미동의,,False
U0002471,2025-01-28,퍼포먼스광고,iOS,미동의,,False
U0002472,2025-02-25,퍼포먼스광고,iOS,동의,,False
U0002473,2025-02-05,오가닉,iOS,동의,,False
U0002474,2025-03-05,오가닉,Android,미동의,2025-03-31,False
U0002475,2025-02-26,오가닉,iOS,동의,2025-04-09,False
U0002476,2025-03-31,퍼포먼스광고,Android,동의,,False
U0002477,2025-03-17,퍼포먼스광고,iOS,미동의,,False
U0002478,2025-02-18,퍼포먼스광고,Android,동의,,False
U0002479,2025-02-18,퍼포먼스광고,Android,동의,,False
U0002480,2025-02-07,퍼포먼스광고,Android,동의,2025-04-22,False
U0002481,2025-02-02,퍼포먼스광고,iOS,미동의,,False
U0002482,2025-04-20,퍼포먼스광고,Android,동의,2025-05-29,False
U0002483,2025-02-09,퍼포먼스광고,Android,미동의,,False
U0002484,2025-02-21,퍼포먼스광고,Android,동의,,False
U0002485,2025-03-14,오가닉,Android,미동의,,True
U0002486,2025-03-01,퍼포먼스광고,iOS,동의,,False
U0002487,2025-02-07,오가닉,iOS,미동의,,False
U0002488,2025-04-17,오가닉,Android,동의,2025-05-15,False
U0002489,2025-02-15,오가닉,iOS,동의,,False
U0002490,2025-02-12,오가닉,Android,동의,2025-03-15,False
U0002491,2025-01-20,오가닉,iOS,미동의,2025-03-19,False
U0002492,2025-03-13,퍼포먼스광고,Android,동의,,True
U0002493,2025-01-30,오가닉,iOS,미동의,,False
U0002494,2025-02-28,퍼포먼스광고,iOS,동의,,False
